mse,average
0.527595,
0.518497,
0.509851,
0.499038,
0.489108,
0.476238,
0.464249,
0.455481,
0.438298,
0.421026,
0.407226,
0.393232,
0.380579,
0.366417,
0.351902,
0.339194,
0.324661,
0.310303,
0.298876,
0.284241,
0.274443,
0.267458,
0.257688,
0.248789,
0.238766,
0.231293,
0.225616,
0.219498,
0.213358,
0.206114,
0.201583,
0.196516,
0.192541,
0.189294,
0.188369,
0.185668,
0.184270,
0.183950,
0.183504,
0.182547,
0.185434,
0.184455,
0.185758,
0.186883,
0.190102,
0.191806,
0.194125,
0.197467,
0.202053,
0.204393,
0.209005,
0.214015,
0.214829,
0.217761,
0.220073,
0.223858,
0.229319,
0.234189,
0.237014,
0.238908,
0.242859,
0.246843,
0.249885,
0.250780,
0.253674,
0.257733,
0.260535,
0.263831,
0.264916,
0.266614,
0.266870,
0.266431,
0.266483,
0.267134,
0.267311,
0.265096,
0.262806,
0.265371,
0.259870,
0.254792,
0.253099,
0.249196,
0.246097,
0.243198,
0.240547,
0.235777,
0.232706,
0.229661,
0.227477,
0.226544,
0.225089,
0.219243,
0.217189,
0.214592,
0.213118,
0.210541,
0.208237,
0.207623,
0.204984,
0.201508,
0.200788,
0.199892,
0.199518,
0.200236,
0.196980,
0.197658,
0.196945,
0.194911,
0.194186,
0.194506,
0.195137,
0.195986,
0.196944,
0.199696,
0.201253,
0.201825,
0.201134,
0.202250,
0.201418,
0.200841,
0.201272,
0.202341,
0.203443,
0.205397,
0.205451,
0.207192,
0.203681,
0.203533,
0.201119,
0.198276,
0.194627,
0.192378,
0.190943,
0.188936,
0.184941,
0.182066,
0.176150,
0.172752,
0.168003,
0.164436,
0.159339,
0.154567,
0.149152,
0.143293,
0.138372,
0.132466,
0.127593,
0.123180,
0.118311,
0.113129,
0.109748,
0.104655,
0.099260,
0.095725,
0.091595,
0.088965,
0.085790,
0.083677,
0.081313,
0.080687,
0.078274,
0.077187,
0.075939,
0.076253,
0.075981,
0.076051,
0.076386,
0.077038,
0.077977,
0.079093,
0.080409,
0.081810,
0.083434,
0.085269,
0.087311,
0.089644,
0.091971,
0.094293,
0.096659,
0.099032,
0.101350,
0.103575,
0.105653,
0.107489,
0.109101,
0.110514,
0.111629,
0.112551,
0.113223,
0.113652,
0.113803,
0.113703,
0.113402,
0.112882,
0.112068,
0.110938,
0.109515,
0.107832,
0.105874,
0.103786,
0.101569,
0.099281,
0.096822,
0.094271,
0.091671,
0.089024,
0.086309,
0.083666,
0.081195,
0.078876,
0.076691,
0.074741,
0.073046,
0.071506,
0.070151,
0.069219,
0.068453,
0.067853,
0.067559,
0.067683,
0.068173,
0.068751,
0.069511,
0.070520,
0.071756,
0.073265,
0.075076,
0.077164,
0.079442,
0.081822,
0.084412,
0.087190,
0.090245,
0.093684,
0.097402,
0.101387,
0.105561,
0.109814,
0.114131,
0.118425,
0.122842,
0.127315,
0.131734,
0.136119,
0.140448,
0.144460,
0.148333,
0.152201,
0.156065,
0.159787,
0.163343,
0.166838,
0.170229,
0.173421,
0.176328,
0.179104,
0.181732,
0.183989,
0.185863,
0.187495,
0.188769,
0.189595,
0.190227,
0.190567,
0.190728,
0.190639,
0.190266,
0.189588,
0.188865,
0.188083,
0.187232,
0.186257,
0.185303,
0.184389,
0.183418,
0.182337,
0.181391,
0.180483,
0.179592,
0.178742,
0.177972,
0.177266,
0.176681,
0.176321,
0.176128,
0.175911,
0.175780,
0.175868,
0.176097,
0.176482,
0.177022,
0.177660,
0.178319,
0.179034,
0.179792,
0.180492,
0.181225,
0.181922,
0.182666,
0.183350,
0.184026,
0.184775,
0.185433,
0.186025,
0.186465,
0.186877,
0.187202,
0.187325,
0.187223,
0.186989,
0.186558,
0.185992,
0.185242,
0.184416,
0.183568,
0.182570,
0.181419,
0.180137,
0.178688,
0.177183,
0.175679,
0.174239,
0.172866,
0.171404,
0.169755,
0.168192,
0.166793,
0.165608,
0.164547,
0.163673,
0.162924,
0.162308,
0.161871,
0.161465,
0.161187,
0.161104,
0.161181,
0.161424,
0.161752,
0.162335,
0.163167,
0.164304,
0.165698,
0.167327,
0.169125,
0.171088,
0.173392,
0.175984,
0.178870,
0.181961,
0.185238,
0.188768,
0.192651,
0.196687,
0.200994,
0.205542,
0.210273,
0.215192,
0.220330,
0.225637,
0.231008,
0.236444,
0.241819,
0.247169,
0.252528,
0.257869,
0.263271,
0.268582,
0.273743,
0.278881,
0.283943,
0.288946,
0.293831,
0.298647,
0.303338,
0.307934,
0.312435,
0.316835,
0.321096,
0.325239,
0.329206,
0.333018,
0.336586,
0.339847,
0.342892,
0.345813,
0.348476,
0.350738,
0.352789,
0.354634,
0.356440,
0.358119,
0.359683,
0.361098,
0.362454,
0.363826,
0.365223,
0.366618,
0.367953,
0.369179,
0.370299,
0.371408,
0.372583,
0.373693,
0.374843,
0.375981,
0.377120,
0.378232,
0.379343,
0.380419,
0.381511,
0.382655,
0.383781,
0.384823,
0.385800,
0.386682,
0.387474,
0.388182,
0.388819,
0.389432,
0.389959,
0.390363,
0.390635,
0.390773,
0.390843,
0.390881,
0.390821,
0.390641,
0.390358,
0.389987,
0.389585,
0.389100,
