date,date7,date1,date2,date3,date4,date5,OT,OT,OT
2020-1-9 22:59,10.52223,8.36777,54.94072,4205.75245,0.33365,30.80508,7.105016775,2.646805693,0
2020-1-9 23:59,10.57052,8.39706,54.978,4201.7108,0.34357,30.81268,7.054287403,2.627907667,0
2020-1-10 0:59,10.61875,8.42634,55.01627,4197.69529,0.35236,30.8203,7.003016578,2.608807936,0
2020-1-10 1:59,10.66694,8.45559,55.0554,4193.70647,0.35998,30.82795,6.951348818,2.589560336,0
2020-1-10 2:59,10.71508,8.48483,55.09527,4189.74483,0.36644,30.83563,6.899425286,2.570217454,0
2020-1-10 3:59,10.76316,8.51405,55.13574,4185.81075,0.37173,30.84335,6.84738341,2.550830486,0
2020-1-10 4:59,10.8112,8.54326,55.17669,4181.90458,0.37584,30.85109,6.795356555,2.531449113,0
2020-1-10 5:59,10.85919,8.57245,55.218,4178.02654,0.37879,30.85886,6.743473735,2.512121398,0
2020-1-10 6:59,10.90713,8.60163,55.25952,4174.17684,0.38057,30.86667,6.69185939,2.492893696,0
2020-1-10 7:59,10.95503,8.63078,55.30113,4170.35557,0.38118,30.87451,6.640633189,2.473810589,0
2020-1-10 8:59,11.00287,8.65993,55.34271,4166.56278,0.38063,30.88237,6.589909898,2.454914828,0
2020-1-10 9:59,11.05067,8.68906,55.38413,4162.79846,0.37895,30.89027,6.539799272,2.436247301,0
2020-1-10 10:59,11.09842,8.71817,55.42526,4159.06251,0.37612,30.8982,6.490405994,2.417847006,0
